tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
1|Academia da Cidade;Academia da Cidade Pólo Santo Amaro;1;1;1.1;6664288;Própria;Pólo de Academia da Cidade;"Av Agamenon Magalhaes, S/N ";Santo Amaro;33552820/2812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1555.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.036;-8.0443859588;-34.8879910385
1|Academia da Cidade;Academia da Cidade Pólo Simão Borba;5;5;5.2;7018266;Própria;Pólo de Academia da Cidade;"Rua Simão Borba, S/N";Areias;33553820/2812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1556.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.037;-8.0969126446;-34.9249195116
1|Academia da Cidade;Academia da Cidade Pólo Sítio da Trindade;3;3;3.2;6664296;Própria;Pólo de Academia da Cidade;"Estrada do Arraial, S/N";Casa Amarela;33553820/2812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1557.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.038;-8.0288796886;-34.9121723101
1|Academia da Cidade;Academia da Cidade Pólo UR 5;6;8;8.3;7977018;Própria;Pólo de Academia da Cidade;Rua Capitão Vicente Curado;Cohab;33552812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1558.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.039;-8.1324619187;-34.9488805949
1|Academia da Cidade;Academia da Cidade Pólo Várzea;4;4;4.3;7018452;Própria;Pólo de Academia da Cidade;Rua Coronel Pacheco;Várzea;33553820/2812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1559.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.040;-8.0492171734;-34.9594670923
1|Academia da Cidade;Academia da Cidade Pólo Vila dos Milagres;5;8;8.3;7508557;Própria;Pólo de Academia da Cidade;"Rua Cantora Dalva de Oliveira, S/N";Barro;33552820;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1560.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.041;-8.1078165967;-34.9547210713
1|Academia da Cidade;Academia da Cidade Pólo Vila Um Por Todos;3;7;7.1;7135823;Própria;Pólo de Academia da Cidade;"Rua Vasco da Gama, S/N";Vasco da Gama;33553820/2812;"Prática de Atividades Físicas, Lazer e Orientação para Hábitos Saudáveis, Potencializando a Utilização Dos Espaços Públicos e Estimulando o Protagonismo Social.";"O acesso aos serviços pode ser por encaminhamento de uma unidade de saúde ou de forma voluntária, sem pré-requisito para participar das aulas. As informações dos alunos serão levantadas durante o processo de Avaliação Física. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1561.";Segunda à sexta das 05:30 às 11:30 e das 14:00 às 20:00. Atividades no pólo acontecem das 05:30 às 08:30 e das 17:00 às 20:00.;01.00.00.042;-8.0101676751;-34.9224686210
10.1|Hospital da Mulher;Hospital da Mulher de Recife Dra Merces Pontes Cunha;5;5;5.3;7958838;Própria;Hospital da Mulher;"Br 101 Sul, S/N";Curado;32178125;"Obstetricia, Infectologia, Endocrinologia, Cardiologia, Neurologia, Clínica Médica, Mastologia, Uroginecologia, Nefrologia, Hematologia, Psiquiatria, Hepatologia, Cirurgia Plastica, Neonatologia, Psicologia, Sexologia, Ginecologia. Exames de Imagem (Tomografia, Ressonância Magnética, Ultra-Som, Raio X, Endoscopia).";O atendimento é exclusivo para mulheres residentes no Recife e referenciadas pela Unidade de Saúde da Família (USF) mais próxima da paciente. O acesso das usuárias respeita o fluxo de marcação estabelecido pelo sistema de regulação da Prefeitura do Recife. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.;Diariamente 24h;10.01.00.001;-8.0706393071;-34.9410991217
10|Hospitais;Casa de Saúde Maria Lucinda (Fundação Manoel da Silva Almeida);3;3;3.1;;Conveniada;Hospital Filantrópico;"Av Parnamirim, 95";Parnamirim;32674201;Várias Especialidades;"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.";Diariamente 24h;10.00.00.001;-8.0356503000;-34.9077888000
10|Hospitais;Fundacão Martiniano Fernandes (Imip Hospitalar);1;1;1.2;;Conveniada;Hospital Filantrópico;"Rua dos Coelhos, 450";Boa Vista;;Varias Especialidades;"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1521.";Diariamente 24h;10.00.00.002;-8.0676663000;-34.8902403000
10|Hospitais;Hospital da Mulher de Recife Dra Merces Pontes Cunha;5;5;5.3;7958838;Própria;Hospital da Mulher;"Br 101 Sul, S/N";Curado;32178125;"Obstetricia, Infectologia, Endocrinologia, Cardiologia, Neurologia, Clínica Médica, Mastologia, Uroginecologia, Nefrologia, Hematologia, Psiquiatria, Hepatologia, Cirurgia Plastica, Neonatologia, Psicologia, Sexologia, Ginecologia. Exames de Imagem (Tomografia, Ressonância Magnética, Ultra-Som, Raio X, Endoscopia).";"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1522.";Diariamente 24h;10.00.00.003;-8.0706393071;-34.9410991217
10|Hospitais;Hospital de Pediatria Helena Moura;3;3;3.1;1015;Própria;Hospital Pediatrico;"Rua Cônego Barata, S/N";Tamarineira;33553297;"Spa Infantil, Radiologista, Pediatria, Pneumologista Infantil, Fisioterapia";"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1523.";Diariamente 24h;10.00.00.004;-8.0319847706;-34.9011284002
10|Hospitais;Hospital Evangélico de Pernambuco;4;4;4.1;;Conveniada;Hospital Filantrópico;"Rua Frei Jaboatão, 301";Torre;32282010;Várias Especialidades;"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1524.";Diariamente 24h;10.00.00.005;-8.0388330000;-34.9065900000
10|Hospitais;Hospital Santo Amaro (Irmandade da Santa Casa de Misericórdia do Recife);1;1;1.1;;Conveniada;Hospital Filantrópico;"Av Cruz Cabugá, 1563 ";Santo Amaro;34123800;Várias Especialidades;"O acesso aos serviços da unidade pode ser realizado por referenciamento da unidade de saúde onde o paciente é atendido. Para o Serviço de Pronto Atendimento, com caráter de urgência e emergência, não é necessário agendamento prévio ou limites de consulta. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1525.";Diariamente 24h;10.00.00.006;-8.0422253000;-34.8743580000
12|Vigilância Zoonoses;Centro de Vigilância Ambiental;2;2;2.1;;Própria;Centro de Vigilância Ambiental;"Av Antônio da Costa Azevedo, 1135";Peixinhos;33557708;Clínico Veterinário Voltado a Zoonoses ;Para ter acesso aos serviçõs o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.;Segunda à sexta das 08:00 às 17:00;12.00.00.001;-8.0189525554;-34.8734890888
13.1|Conselhos de Saúde;Conselho Distrital de Saúde I;1;1;1.2;;Própria;Democracia Participativa;"Rua Mário Domingues, 70";Boa Vista;33556813;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.;Segunda à sexta das 08:00 às 17:00;13.01.00.001;-8.0600617000;-34.8981545000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde II;2;2;2.1;;Própria;Democracia Participativa;"Rua Antônio Rangel, 208";Encruzilhada;33556950;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1521.;Segunda à sexta das 08:00 às 17:00;13.01.00.002;-8.0374272000;-34.8897570000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde III;3;3;3.2;;Própria;Democracia Participativa;"Rua Oscar de Barros, S/N";Casa Amarela;33554434;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1522.;Segunda à sexta das 08:00 às 17:00;13.01.00.003;-8.0229940000;-34.9166830000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde IV;4;4;4.1;;Própria;Democracia Participativa;"Rua Cantora Clara Nunes, S/N";Torre;33557561;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1523.;Segunda à sexta das 08:00 às 17:00;13.01.00.004;-8.0444089000;-34.9167377000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde V;5;5;5.1;;Própria;Democracia Participativa;"Rua Jacira, S/N";Afogados;33556792;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1524.;Segunda à sexta das 08:00 às 17:00;13.01.00.005;-8.0826191000;-34.9081881000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde VI;6;6;6.2;;Própria;Democracia Participativa;"Rua Jean Emille Favre, 1636";Ipsep;33551960;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1525.;Segunda à sexta das 08:00 às 17:00;13.01.00.006;-8.1141387000;-34.9256934000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde VII;3;7;7.1;;Própria;Democracia Participativa;"Rua São Domingos Sávio, 172";Alto José Bonifácio;34423769;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1526.;Segunda à sexta das 08:00 às 17:00;13.01.00.007;-8.0166267000;-34.9139077000
13.1|Conselhos de Saúde;Conselho Distrital de Saúde VIII;6;8;8.2;;Própria;Democracia Participativa;"Rua Escola de Sagres, 22";Jordão;33551907;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1527.;Segunda à sexta das 08:00 às 17:00;13.01.00.008;-8.1364757000;-34.9395886000
13.1|Conselhos de Saúde;Conselho Municipal de Saúde;1;1;1.1;;Própria;Democracia Participativa;"Rua dos Palmares, 253";Santo Amaro;33553827;Democracia Participativa;O atendimento é realizado por demanda espontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1528.;Segunda à sexta das 08:00 às 17:00;13.01.00.009;-8.0528876000;-34.8857987000
13.2|Centro de Orientação ao Viajante;Centro de Orientação ao Viajante - Lessa de Andrade;4;4;4.1;;Própria;Centro de Orientação Ao Viajante;"Estrada dos Remédios, 2416";Madalena;33557800;Oferece Orientação Sobre As Vacinas Necessárias para Quem Entra no País ou Sai Dele.;"O atendimento é realizado por demanda espontânea. Os viajantes serão acolhidos por um enfermeiro que prestará orientação sobre vacinação, avaliará o cartão vacinal, além de fazer encaminhamentos para o serviço médico, caso haja necessidade. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.";Segunda à sexta das 08:30 às 16:30;13.02.00.001;-8.0589138215;-34.9070090424
15.1|Aqui Tem Camisinha;Centro de Testagem e Aconselhamento em IST-AIDS - CTA;1;1;1.2;;Própria;Distribuição de Preservativos;"Rua Pátio de Santa Cruz, S/N Localizado Dentro da Policlínica Gouveia de Barros";Boa Vista;33551501;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.;Segunda à sexta das 08:00 às 17:125;15.01.00.001;-8.0621121228;-34.8881168127
15.1|Aqui Tem Camisinha;CS Alto do Capitão;2;2;2.3;;Própria;Distribuição de Preservativos;"Rua Tupiraçaba, S/N";Dois Unidos;33556922;Distribuição de Preservativos;O acesso aos preservativos é realizado por demanda expontânea. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1521.;Segunda à sexta das 08:00 às 17:124;15.01.00.002;-7.9996434625;-34.9137745743
